"Predictor","Importance","Dataset","Repeat","Fold"
"zmean",5.08748806122924,"Shrub",2,3
"zq65",5.05853386750805,"Shrub",2,3
"Kurt_PropOcc_FullROI",5.0070201959241,"Shrub",2,3
"zq50",4.61925019737158,"Shrub",2,3
"n",5.95072573173034,"Shrub",2,4
"Alpha_Vol_m3",5.28830080578114,"Shrub",2,4
"vn",5.21426849188583,"Shrub",2,4
"zq60",5.03152143166545,"Shrub",2,4
"zq65",4.94950357477431,"Shrub",2,4
"itot",4.94682713918407,"Shrub",2,4
"zq45",4.77814773836632,"Shrub",2,4
"zmean",4.69015498625741,"Shrub",2,4
"zq50",4.61254597755903,"Shrub",2,4
"zpcum3",4.52451325112404,"Shrub",2,4
"Total_PAD_RelZ1.05_2.00",52.2698290159978,"Shrub",2,5
"zpcum3",2.8275098372208,"Shrub",2,5
"pzabovezmean",2.31640381182305,"Shrub",2,5
"zmean",1.93124471733367,"Shrub",2,5
"zq45",1.92142259216801,"Shrub",2,5
"zpcum2",1.90257986476616,"Shrub",2,5
"zq50",1.84551867447553,"Shrub",2,5
"mean_vox_ht",1.72873981281787,"Shrub",2,5
"PC_Strata_0.00.0.25",1.5903896009926,"Shrub",2,5
"zskew",1.46618124038892,"Shrub",2,5
"Total_PAD_RelZ1.05_2.00",9.40294310636391,"Shrub",3,1
"zq75",8.87209273624787,"Shrub",3,1
"zq55",8.08218528219263,"Shrub",3,1
"mean_vox_ht",7.71381125157871,"Shrub",3,1
"zq65",6.84118437027165,"Shrub",3,1
"zq60",6.55545157464147,"Shrub",3,1
"Alpha_Vol_m3",6.33838094460814,"Shrub",3,1
"zmean",6.28623724766926,"Shrub",3,1
"vn",6.27308719452898,"Shrub",3,1
"itot",5.81125226151567,"Shrub",3,1
"zq70",9.59883474566185,"Shrub",3,2
"PC_Strata_1.00.2.00",9.05520141454599,"Shrub",3,2
"zq75",8.37990304623554,"Shrub",3,2
"zmean",8.05540012721894,"Shrub",3,2
"zq65",7.9342840480597,"Shrub",3,2
"mean_vox_ht",5.82584573259208,"Shrub",3,2
"zq60",5.41946132853683,"Shrub",3,2
"zq50",5.13913803509851,"Shrub",3,2
"zq55",5.13459864010655,"Shrub",3,2
"Total_PAD_RelZ1.05_2.00",4.38827532543714,"Shrub",3,2
"zmean",9.1394574418017,"Shrub",3,3
"zq60",7.74878376417773,"Shrub",3,3
"zq50",7.26468224655628,"Shrub",3,3
"Alpha_Vol_m3",7.03120092235938,"Shrub",3,3
"mean_vox_ht",6.97692616741522,"Shrub",3,3
"zq75",6.93809347259138,"Shrub",3,3
"zq45",6.6976753518206,"Shrub",3,3
"zq65",6.38452440503247,"Shrub",3,3
"PC_Strata_1.00.2.00",6.05999410184138,"Shrub",3,3
"zq55",5.89418871484034,"Shrub",3,3
"Alpha_Vol_m3",6.14823045182808,"Shrub",3,4
"itot",5.90434334752334,"Shrub",3,4
"n",5.86229235932653,"Shrub",3,4
"vn",5.60212210212461,"Shrub",3,4
"zq60",4.0362707040278,"Shrub",3,4
"Total_PAD_RelZ1.05_2.00",3.68389963741538,"Shrub",3,4
"zskew",3.36077840181938,"Shrub",3,4
"zq75",3.21569711741473,"Shrub",3,4
"zq55",3.15689825559058,"Shrub",3,4
"mean_vox_ht",3.13501279780073,"Shrub",3,4
"Total_PAD_RelZ1.05_2.00",6.35136169235337,"Shrub",3,5
"zq50",5.23472638568561,"Shrub",3,5
"zq45",5.11936026089588,"Shrub",3,5
"zmean",4.25851574936695,"Shrub",3,5
"zpcum3",4.05154499918346,"Shrub",3,5
"zq55",4.03415165917612,"Shrub",3,5
"pzabovezmean",3.87552733493762,"Shrub",3,5
"zq40",3.75264179459833,"Shrub",3,5
"zskew",3.677154977593,"Shrub",3,5
"zq65",3.63831493309304,"Shrub",3,5
"zmean",9.75582335094795,"Shrub",4,1
"zq70",9.04136387954793,"Shrub",4,1
"zq65",8.36085277628978,"Shrub",4,1
"Total_PAD_RelZ1.05_2.00",8.23127106896743,"Shrub",4,1
"zq75",7.87729827902316,"Shrub",4,1
"mean_vox_ht",7.79688885153712,"Shrub",4,1
"zq60",7.40689403135513,"Shrub",4,1
"zq45",7.34056817337293,"Shrub",4,1
"PC_Strata_1.00.2.00",7.28252780397574,"Shrub",4,1
"Alpha_Vol_m3",6.37256715534404,"Shrub",4,1
"Total_PAD_RelZ1.05_2.00",6.13014517558874,"Shrub",4,2
"zq45",5.70724459930571,"Shrub",4,2
"zq50",4.91469859778818,"Shrub",4,2
"zmean",4.52901011154257,"Shrub",4,2
"zq75",4.0445323915967,"Shrub",4,2
"zq55",3.66821463916002,"Shrub",4,2
"zq60",3.57577652362798,"Shrub",4,2
"zq40",3.52742217139292,"Shrub",4,2
"zq65",3.51794519190844,"Shrub",4,2
"zpcum2",3.49885406638717,"Shrub",4,2
"zq65",8.85419450916531,"Shrub",4,3
"zmean",8.74003525964657,"Shrub",4,3
"Alpha_Vol_m3",8.17885018180028,"Shrub",4,3
"mean_vox_ht",7.42793557125175,"Shrub",4,3
"zq70",7.24898933137843,"Shrub",4,3
"zq60",7.15863409237158,"Shrub",4,3
"zq50",6.89991510285278,"Shrub",4,3
"Total_PAD_RelZ1.05_2.00",6.69849398916411,"Shrub",4,3
"zq55",6.5635039494822,"Shrub",4,3
"zq75",6.5134248120682,"Shrub",4,3
"itot",4.52245275849226,"Shrub",4,4
"vn",4.44885301772899,"Shrub",4,4
"n",4.30303104160532,"Shrub",4,4
"mean_vox_ht",3.61033133732215,"Shrub",4,4
"Alpha_Vol_m3",3.44744760814621,"Shrub",4,4
"zq75",3.34228467982167,"Shrub",4,4
"zq70",2.56584969549525,"Shrub",4,4
"zpcum3",2.43526500301874,"Shrub",4,4
"zskew",2.40369654551042,"Shrub",4,4
"zmean",2.32992639790535,"Shrub",4,4
"zmean",9.23308291820902,"Shrub",4,5
"zq55",8.10944745967556,"Shrub",4,5
"zq45",7.56017240209086,"Shrub",4,5
"zq50",7.29404455185316,"Shrub",4,5
"mean_vox_ht",7.09331312377965,"Shrub",4,5
"PC_Strata_1.00.2.00",7.04607438995702,"Shrub",4,5
"Total_PAD_RelZ1.05_2.00",6.86477723658419,"Shrub",4,5
"zq70",6.71492406796156,"Shrub",4,5
"zq60",6.59619171493165,"Shrub",4,5
"zq75",6.43409986120512,"Shrub",4,5
"mean_vox_ht",8.69073297521907,"Shrub",5,1
"zq75",7.40869570676706,"Shrub",5,1
"zmean",7.00456762832546,"Shrub",5,1
"zq60",6.53001083838499,"Shrub",5,1
"PC_Strata_1.00.2.00",6.37376292994318,"Shrub",5,1
"zq50",6.37123503575639,"Shrub",5,1
"zq65",6.29366447096946,"Shrub",5,1
"zq70",6.02561483935862,"Shrub",5,1
"zq55",5.86712537817834,"Shrub",5,1
"Skew_PropOcc_FullROI",5.21962336567943,"Shrub",5,1
"zq60",8.07241938732916,"Shrub",5,2
"PC_Strata_1.00.2.00",7.56459890614255,"Shrub",5,2
"zq65",7.53868215736031,"Shrub",5,2
"zmean",7.23911646095215,"Shrub",5,2
"Total_PAD_RelZ1.05_2.00",7.1852314698016,"Shrub",5,2
"zq75",6.82561157031458,"Shrub",5,2
"mean_vox_ht",6.78589970944596,"Shrub",5,2
"zq70",6.70626880234968,"Shrub",5,2
"zq55",6.16604587102036,"Shrub",5,2
"zq50",6.12153158745752,"Shrub",5,2
"Alpha_Vol_m3",6.92739766955553,"Shrub",5,3
"n",6.52218544988674,"Shrub",5,3
"itot",6.03396430415781,"Shrub",5,3
"vn",5.25262848513077,"Shrub",5,3
"zq55",4.04533419028731,"Shrub",5,3
"zq50",3.93976331006375,"Shrub",5,3
"zpcum3",3.79515209155507,"Shrub",5,3
"zmean",3.50714417448723,"Shrub",5,3
"mean_vox_ht",3.39659825459746,"Shrub",5,3
"zq70",3.3043980670528,"Shrub",5,3
"Total_PAD_RelZ1.05_2.00",6.16483275742917,"Shrub",5,4
"zq55",5.54688823178787,"Shrub",5,4
"zmean",4.93399116737487,"Shrub",5,4
"zq50",4.8803123838083,"Shrub",5,4
"zq45",4.68332206852941,"Shrub",5,4
"zq65",3.84373132999825,"Shrub",5,4
"zpcum3",3.7964685825918,"Shrub",5,4
"mean_vox_ht",3.76605186489357,"Shrub",5,4
"pzabovezmean",3.49982959816493,"Shrub",5,4
"zq70",3.33988402533749,"Shrub",5,4
"Total_PAD_RelZ1.05_2.00",9.41640954573563,"Shrub",5,5
"zq60",8.55367430128695,"Shrub",5,5
"Alpha_Vol_m3",8.09690247343702,"Shrub",5,5
"zmean",7.99442347270433,"Shrub",5,5
"n",7.34772951273177,"Shrub",5,5
"zq65",7.32239693293563,"Shrub",5,5
"zq75",7.17010968209738,"Shrub",5,5
"zq50",6.92705469027985,"Shrub",5,5
"itot",6.77901599049726,"Shrub",5,5
"mean_vox_ht",6.6945011841764,"Shrub",5,5
"Alpha_Vol_m3",15.0404927755754,"Shrub",6,1
"vn",14.5191760048926,"Shrub",6,1
"n",13.0856657670887,"Shrub",6,1
"mean_vox_ht",12.7903982954321,"Shrub",6,1
"itot",12.5221648560806,"Shrub",6,1
"zmean",4.04305203182372,"Shrub",6,1
"zq45",2.97909140328192,"Shrub",6,1
"Total_PAD_RelZ1.05_2.00",2.94531542934695,"Shrub",6,1
"zq55",2.57808769172057,"Shrub",6,1
"zq50",2.46608322748815,"Shrub",6,1
"zmean",8.94803610679026,"Shrub",6,2
"zq75",7.62459611957696,"Shrub",6,2
"zq45",7.53995440208265,"Shrub",6,2
"Total_PAD_RelZ1.05_2.00",7.48683876987179,"Shrub",6,2
"mean_vox_ht",7.17710301728485,"Shrub",6,2
"zq60",6.90125172573332,"Shrub",6,2
"zq65",6.66056562694004,"Shrub",6,2
"zq55",6.65413337429341,"Shrub",6,2
"zq70",6.40193468508056,"Shrub",6,2
"PC_Strata_1.00.2.00",6.13266459121207,"Shrub",6,2
"Total_PAD_RelZ1.05_2.00",29.7997357925337,"Shrub",6,3
"n",3.47027970973555,"Shrub",6,3
"zpcum3",2.50634842201467,"Shrub",6,3
"pzabovezmean",1.95373924959754,"Shrub",6,3
"zskew",1.57236881820416,"Shrub",6,3
"zq50",0.887632667506999,"Shrub",6,3
"Kurt_PropOcc_FullROI",0.677603867989161,"Shrub",6,3
"Skew_PropOcc_FullROI",0.619409543977813,"Shrub",6,3
"itot",0.59967764686547,"Shrub",6,3
"Alpha_Vol_m3",0.496112379312596,"Shrub",6,3
"zq60",9.22808966959987,"Shrub",6,4
"zq65",7.81748269822904,"Shrub",6,4
"Total_PAD_RelZ1.05_2.00",7.35982169454396,"Shrub",6,4
"zq75",7.32983068715342,"Shrub",6,4
"mean_vox_ht",7.32180937742796,"Shrub",6,4
"zmean",7.22907528127936,"Shrub",6,4
"PC_Strata_1.00.2.00",7.07582404231333,"Shrub",6,4
"zq70",6.93657683135561,"Shrub",6,4
"zq45",6.79463023669711,"Shrub",6,4
"zq50",5.94443029696113,"Shrub",6,4
"zq60",8.76511500546238,"Shrub",6,5
"zmean",8.68722302492975,"Shrub",6,5
"zq65",8.00028901470849,"Shrub",6,5
"zq45",6.86814020271799,"Shrub",6,5
"PC_Strata_1.00.2.00",6.75791488451624,"Shrub",6,5
"zq75",6.75366647429226,"Shrub",6,5
"Total_PAD_RelZ1.05_2.00",6.74753207964097,"Shrub",6,5
"mean_vox_ht",6.51821045916182,"Shrub",6,5
"zq55",6.38478628504922,"Shrub",6,5
"zq50",6.34433821826756,"Shrub",6,5
"n",7.75657547174139,"Shrub",7,1
"Total_PAD_RelZ1.05_2.00",7.69596668558029,"Shrub",7,1
"zq65",7.33033184846678,"Shrub",7,1
"zq55",6.88785569264217,"Shrub",7,1
"zq75",6.83492506138185,"Shrub",7,1
"itot",6.58901899813934,"Shrub",7,1
"zmean",6.37548413451167,"Shrub",7,1
"vn",6.25143614383513,"Shrub",7,1
"zq70",6.21584919021866,"Shrub",7,1
"zq60",6.18803903715348,"Shrub",7,1
"Alpha_Vol_m3",4.91112874027049,"Shrub",7,2
"mean_vox_ht",4.84497351399372,"Shrub",7,2
"n",4.30720414691958,"Shrub",7,2
"zq75",4.29385798290738,"Shrub",7,2
"zq70",4.0048824915989,"Shrub",7,2
"zpcum3",3.88476091715089,"Shrub",7,2
"zq50",3.46549259570602,"Shrub",7,2
"pzabovezmean",3.42298608636615,"Shrub",7,2
"zq60",3.3790173291437,"Shrub",7,2
"zq65",3.32336296712886,"Shrub",7,2
"Total_PAD_RelZ1.05_2.00",26.2368374931627,"Shrub",7,3
"Alpha_Vol_m3",18.9911098622728,"Shrub",7,3
"zmean",17.7107028175094,"Shrub",7,3
"mean_vox_ht",8.50213965501828,"Shrub",7,3
"n",6.16269098428935,"Shrub",7,3
"PC_Strata_1.00.2.00",6.03681514639385,"Shrub",7,3
"itot",5.35506599633287,"Shrub",7,3
"Skew_PropOcc_FullROI",5.04834876345097,"Shrub",7,3
"Kurt_PropOcc_FullROI",4.45751765365539,"Shrub",7,3
"zq75",4.4283029988311,"Shrub",7,3
"zq55",8.5436299576754,"Shrub",7,4
"zmean",8.39782404220994,"Shrub",7,4
"zq60",8.39267962452038,"Shrub",7,4
"zq65",7.80854120050984,"Shrub",7,4
"mean_vox_ht",7.74185069381839,"Shrub",7,4
"PC_Strata_1.00.2.00",7.19832532693795,"Shrub",7,4
"zq75",6.56827846507529,"Shrub",7,4
"zq50",6.47189565128947,"Shrub",7,4
"zq45",6.46886797111084,"Shrub",7,4
"zq70",6.44901986051859,"Shrub",7,4
"Total_PAD_RelZ1.05_2.00",7.73154500384302,"Shrub",7,5
"zq50",5.55432226570916,"Shrub",7,5
"zq45",4.61173977725062,"Shrub",7,5
"zq55",4.30400352645151,"Shrub",7,5
"zmean",3.96286615777342,"Shrub",7,5
"zq65",3.60236351024592,"Shrub",7,5
"PC_Strata_1.00.2.00",3.56567913391424,"Shrub",7,5
"zpcum3",3.44568908805072,"Shrub",7,5
"pzabovezmean",3.37991945878217,"Shrub",7,5
"mean_vox_ht",3.25583333314043,"Shrub",7,5
"zmean",10.9102241709675,"Shrub",8,1
"zq60",10.283871200189,"Shrub",8,1
"zq55",9.51615553411478,"Shrub",8,1
"zq65",9.06522087955511,"Shrub",8,1
"mean_vox_ht",8.16233353467038,"Shrub",8,1
"zq75",8.06139385188233,"Shrub",8,1
"zq50",7.64735358434646,"Shrub",8,1
"zq45",7.05773273653372,"Shrub",8,1
"zq70",6.85011573882002,"Shrub",8,1
"Total_PAD_RelZ1.05_2.00",5.45660420796029,"Shrub",8,1
"zq70",8.32375488790295,"Shrub",8,2
"zmean",7.97772051389197,"Shrub",8,2
"zq65",7.27908394907106,"Shrub",8,2
"mean_vox_ht",6.94826282748,"Shrub",8,2
"PC_Strata_1.00.2.00",6.56868895306706,"Shrub",8,2
"zq75",6.31680110037317,"Shrub",8,2
"zq60",5.84316500456937,"Shrub",8,2
"Total_PAD_RelZ1.05_2.00",5.62334166823673,"Shrub",8,2
"zq55",5.34173551973766,"Shrub",8,2
"zq50",4.99251727263656,"Shrub",8,2
"Total_PAD_RelZ1.05_2.00",2.28234599944037,"Shrub",8,3
"Alpha_Vol_m3",2.2294417035786,"Shrub",8,3
"vn",1.92552925018062,"Shrub",8,3
"itot",1.85384909653128,"Shrub",8,3
"zskew",1.71883754808758,"Shrub",8,3
"n",1.57357624469275,"Shrub",8,3
"pzabovezmean",1.5037966952448,"Shrub",8,3
"PC_Strata_0.00.0.25",1.45858071988371,"Shrub",8,3
"zq45",1.40897250420482,"Shrub",8,3
"zq50",1.39830634924434,"Shrub",8,3
"mean_vox_ht",8.21498949141923,"Shrub",8,4
"zmean",7.64768201111363,"Shrub",8,4
"zq55",7.11736707416463,"Shrub",8,4
"zq75",7.02545236090891,"Shrub",8,4
"zq60",7.00726672175725,"Shrub",8,4
"zq70",6.85483316479834,"Shrub",8,4
"vn",6.84851041827443,"Shrub",8,4
"zq65",6.67993552890085,"Shrub",8,4
"n",6.55321110730205,"Shrub",8,4
"itot",6.35672105941066,"Shrub",8,4
"zmean",10.8534420730542,"Shrub",8,5
"PC_Strata_1.00.2.00",7.18584778794088,"Shrub",8,5
"zq55",7.17092993009239,"Shrub",8,5
"zq60",7.09026537595278,"Shrub",8,5
"zq65",7.02639813719598,"Shrub",8,5
"mean_vox_ht",6.92216714472481,"Shrub",8,5
"zq70",6.48240390237564,"Shrub",8,5
"Kurt_PropOcc_FullROI",6.36879872449799,"Shrub",8,5
"zq50",6.35233362767825,"Shrub",8,5
"zq75",6.14060849463211,"Shrub",8,5
"zmean",9.45871694335739,"Shrub",9,1
"zq60",9.32766153128498,"Shrub",9,1
"zq55",8.70068058773447,"Shrub",9,1
"zq65",7.92124627711503,"Shrub",9,1
"zq70",7.80985576637114,"Shrub",9,1
"Total_PAD_RelZ1.05_2.00",7.50361377295359,"Shrub",9,1
"PC_Strata_1.00.2.00",6.7956503153749,"Shrub",9,1
"zq50",6.46986958534876,"Shrub",9,1
"zq45",6.45725447822898,"Shrub",9,1
"mean_vox_ht",6.4026301586684,"Shrub",9,1
"Alpha_Vol_m3",8.22554650261449,"Shrub",9,2
"n",6.57239777387549,"Shrub",9,2
"itot",6.45739514104974,"Shrub",9,2
"vn",5.75076265263076,"Shrub",9,2
"zmean",3.83863757495426,"Shrub",9,2
"zpcum3",3.5965426231618,"Shrub",9,2
"zq65",3.54282362182151,"Shrub",9,2
"Total_PAD_RelZ1.05_2.00",3.29699526070527,"Shrub",9,2
"zq60",3.29016107606853,"Shrub",9,2
"zq55",3.09903566815186,"Shrub",9,2
"zmean",10.8454078842492,"Shrub",9,3
"zq60",7.85593368186663,"Shrub",9,3
"mean_vox_ht",7.73579063257495,"Shrub",9,3
"zq50",7.0267454283225,"Shrub",9,3
"zq65",6.96674447571854,"Shrub",9,3
"zq70",6.90448552664418,"Shrub",9,3
"PC_Strata_1.00.2.00",6.87528291910306,"Shrub",9,3
"zq55",6.48044266359303,"Shrub",9,3
"zq45",6.34563460626798,"Shrub",9,3
"Total_PAD_RelZ1.05_2.00",6.20655718802303,"Shrub",9,3
"mean_vox_ht",9.53593921895939,"Shrub",9,4
"zq65",9.47001812686098,"Shrub",9,4
"zq75",8.39878484787688,"Shrub",9,4
"zmean",8.13658010607243,"Shrub",9,4
"zq55",8.05504363744288,"Shrub",9,4
"Total_PAD_RelZ1.05_2.00",7.16759941828978,"Shrub",9,4
"zq45",6.48507337385523,"Shrub",9,4
"PC_Strata_1.00.2.00",6.39864825537178,"Shrub",9,4
"zq60",6.20526675677933,"Shrub",9,4
"zq70",6.04335031348679,"Shrub",9,4
"zq50",4.223877284765,"Shrub",9,5
"mean_vox_ht",3.47846768060019,"Shrub",9,5
"zq55",3.38142295201651,"Shrub",9,5
"zq70",3.36249622558795,"Shrub",9,5
"zq45",3.24952507127806,"Shrub",9,5
"Total_PAD_RelZ1.05_2.00",3.22961602858287,"Shrub",9,5
"zq60",2.99321213351878,"Shrub",9,5
"zq75",2.87486795108587,"Shrub",9,5
"zmean",2.75750539289893,"Shrub",9,5
"pzabovezmean",2.64304351503415,"Shrub",9,5
"zmean",9.03311530498083,"Shrub",10,1
"zq55",8.66704842060172,"Shrub",10,1
"zq45",7.57329746249727,"Shrub",10,1
"mean_vox_ht",7.22344380396943,"Shrub",10,1
"zq75",6.89664588761068,"Shrub",10,1
"zq60",6.54225984547415,"Shrub",10,1
"Total_PAD_RelZ1.05_2.00",6.46296406523583,"Shrub",10,1
"zq50",6.40569251701696,"Shrub",10,1
"PC_Strata_1.00.2.00",6.14915915516088,"Shrub",10,1
"zq70",6.08416348582434,"Shrub",10,1
"Alpha_Vol_m3",3.38190794245284,"Shrub",10,2
"vn",2.47148689166965,"Shrub",10,2
"Total_PAD_RelZ1.05_2.00",2.34658445688116,"Shrub",10,2
"n",2.11529012260383,"Shrub",10,2
"itot",1.78519650893982,"Shrub",10,2
"zq40",1.55175328028129,"Shrub",10,2
"zskew",1.49728586284251,"Shrub",10,2
"zq45",1.40768008410672,"Shrub",10,2
"zq50",1.34092281819363,"Shrub",10,2
"zpcum3",1.33633098033376,"Shrub",10,2
"zmean",8.36481452935414,"Shrub",10,3
"zq55",8.06094270414456,"Shrub",10,3
"zq60",7.44701287906457,"Shrub",10,3
"zq75",7.33634740138718,"Shrub",10,3
"Total_PAD_RelZ1.05_2.00",6.99498399806239,"Shrub",10,3
"mean_vox_ht",6.86151037461803,"Shrub",10,3
"zq50",6.79727159226898,"Shrub",10,3
"PC_Strata_0.00.0.25",5.79292249012913,"Shrub",10,3
"Alpha_Vol_m3",5.74986899389669,"Shrub",10,3
"itot",5.72738604767431,"Shrub",10,3
"zmean",8.27243084382534,"Shrub",10,4
"mean_vox_ht",7.14038592564654,"Shrub",10,4
"zq65",6.90666563658542,"Shrub",10,4
"zq70",6.48555588365629,"Shrub",10,4
"zq75",6.31176519889969,"Shrub",10,4
"zq60",6.14076622140619,"Shrub",10,4
"PC_Strata_1.00.2.00",5.96755893466234,"Shrub",10,4
"Total_PAD_RelZ1.05_2.00",5.5156314601371,"Shrub",10,4
"zq55",5.3566119425253,"Shrub",10,4
"PC_Strata_0.00.0.25",5.0151070387233,"Shrub",10,4
"zq65",9.17039384228316,"Shrub",10,5
"zq70",8.81210946001316,"Shrub",10,5
"zq60",8.52752375837065,"Shrub",10,5
"zmean",7.64292244178551,"Shrub",10,5
"PC_Strata_1.00.2.00",7.0941711853942,"Shrub",10,5
"Total_PAD_RelZ1.05_2.00",6.99641725109564,"Shrub",10,5
"zq55",6.80316680191189,"Shrub",10,5
"zq50",6.48824867178711,"Shrub",10,5
"mean_vox_ht",6.1774937023824,"Shrub",10,5
"zq45",5.86227779489038,"Shrub",10,5
"Percent.Below.30th.Quantile",229.633237583487,"Large_diam_woody",1,1
"lad_sum",172.098161358636,"Large_diam_woody",1,1
"lad_mean",134.102465871959,"Large_diam_woody",1,1
"zpcum1",77.2446738179074,"Large_diam_woody",1,1
"Percent.Below.10th.Quantile",75.3457661271954,"Large_diam_woody",1,1
"Percent.Below.40th.Quantile",40.7664159557271,"Large_diam_woody",1,1
"imean",36.3191926383471,"Large_diam_woody",1,1
"Percent.Below.30th.Quantile",1461.02495102019,"Large_diam_woody",1,2
"Percent.Below.40th.Quantile",772.723175453577,"Large_diam_woody",1,2
"lad_mean",328.836261149048,"Large_diam_woody",1,2
"lad_sum",203.646743231302,"Large_diam_woody",1,2
"zpcum1",25.9420936333981,"Large_diam_woody",1,2
"imean",23.5051277304694,"Large_diam_woody",1,2
"Percent.Below.10th.Quantile",10.3002983140382,"Large_diam_woody",1,2
"Percent.Below.40th.Quantile",1485.66781347518,"Large_diam_woody",1,3
"Percent.Below.30th.Quantile",667.789262501137,"Large_diam_woody",1,3
"lad_sum",61.6342141160023,"Large_diam_woody",1,3
"imean",24.8921920545442,"Large_diam_woody",1,3
"Percent.Below.10th.Quantile",6.40678147507655,"Large_diam_woody",1,3
"zpcum1",6.17559564138047,"Large_diam_woody",1,3
"lad_mean",5.93515443499666,"Large_diam_woody",1,3
"Percent.Below.30th.Quantile",2517.81705796587,"Large_diam_woody",1,4
"Percent.Below.40th.Quantile",377.682317846502,"Large_diam_woody",1,4
"lad_sum",91.784557990185,"Large_diam_woody",1,4
"lad_mean",30.7690589539502,"Large_diam_woody",1,4
"zpcum1",9.73824130250439,"Large_diam_woody",1,4
"imean",6.29075740074191,"Large_diam_woody",1,4
"Percent.Below.10th.Quantile",5.29523150345391,"Large_diam_woody",1,4
"Percent.Below.30th.Quantile",1688.68567935705,"Large_diam_woody",1,5
"Percent.Below.40th.Quantile",551.684767534051,"Large_diam_woody",1,5
"lad_sum",400.886626422085,"Large_diam_woody",1,5
"lad_mean",117.193257859744,"Large_diam_woody",1,5
"imean",28.9448811573918,"Large_diam_woody",1,5
"zpcum1",16.4620736866978,"Large_diam_woody",1,5
"Percent.Below.10th.Quantile",8.10296253733477,"Large_diam_woody",1,5
"Percent.Below.30th.Quantile",1024.17514612736,"Large_diam_woody",2,1
"Percent.Below.40th.Quantile",800.762802486925,"Large_diam_woody",2,1
"lad_sum",232.368068226758,"Large_diam_woody",2,1
"lad_mean",85.2020500107775,"Large_diam_woody",2,1
"zpcum1",9.23950695425843,"Large_diam_woody",2,1
"imean",7.56151119807946,"Large_diam_woody",2,1
"Percent.Below.10th.Quantile",5.16653570970761,"Large_diam_woody",2,1
"Percent.Below.30th.Quantile",2397.95115847986,"Large_diam_woody",2,2
"Percent.Below.40th.Quantile",388.856768167402,"Large_diam_woody",2,2
"lad_sum",49.7425315516188,"Large_diam_woody",2,2
"lad_mean",26.6804057802673,"Large_diam_woody",2,2
"imean",24.4340154312837,"Large_diam_woody",2,2
"zpcum1",10.7500867607593,"Large_diam_woody",2,2
"Percent.Below.10th.Quantile",9.30984999050317,"Large_diam_woody",2,2
"Percent.Below.30th.Quantile",186.712798055768,"Large_diam_woody",2,3
"lad_sum",160.092178490091,"Large_diam_woody",2,3
"lad_mean",147.994570319524,"Large_diam_woody",2,3
"zpcum1",77.0220053408107,"Large_diam_woody",2,3
"imean",46.8282942924115,"Large_diam_woody",2,3
"Percent.Below.10th.Quantile",45.6982980502288,"Large_diam_woody",2,3
"Percent.Below.40th.Quantile",17.3490962746275,"Large_diam_woody",2,3
"Percent.Below.30th.Quantile",1650.65101380471,"Large_diam_woody",2,4
"Percent.Below.40th.Quantile",642.160593359396,"Large_diam_woody",2,4
"lad_sum",209.428033480798,"Large_diam_woody",2,4
"lad_mean",74.0014107829188,"Large_diam_woody",2,4
"zpcum1",34.1881139002033,"Large_diam_woody",2,4
"imean",27.9160076316761,"Large_diam_woody",2,4
"Percent.Below.10th.Quantile",6.39614705139744,"Large_diam_woody",2,4
"Percent.Below.30th.Quantile",1706.76385112398,"Large_diam_woody",2,5
"Percent.Below.40th.Quantile",755.928888343742,"Large_diam_woody",2,5
"lad_sum",264.275318731564,"Large_diam_woody",2,5
"lad_mean",47.2821220122509,"Large_diam_woody",2,5
"zpcum1",35.3304272168165,"Large_diam_woody",2,5
"imean",31.6216927010101,"Large_diam_woody",2,5
"Percent.Below.10th.Quantile",11.1322481303673,"Large_diam_woody",2,5
"Percent.Below.30th.Quantile",1164.76762003467,"Large_diam_woody",3,1
"Percent.Below.40th.Quantile",794.87635754173,"Large_diam_woody",3,1
"lad_sum",327.117275012977,"Large_diam_woody",3,1
"lad_mean",303.979063018813,"Large_diam_woody",3,1
"zpcum1",99.5189323992749,"Large_diam_woody",3,1
"imean",20.0525681266785,"Large_diam_woody",3,1
"Percent.Below.10th.Quantile",15.724915029476,"Large_diam_woody",3,1
"Percent.Below.40th.Quantile",1182.44545056332,"Large_diam_woody",3,2
"Percent.Below.30th.Quantile",860.628319390417,"Large_diam_woody",3,2
"lad_sum",41.0973862260777,"Large_diam_woody",3,2
"imean",25.7626832622396,"Large_diam_woody",3,2
"lad_mean",18.9072559216314,"Large_diam_woody",3,2
"zpcum1",6.47948637618051,"Large_diam_woody",3,2
"Percent.Below.10th.Quantile",4.70133566133225,"Large_diam_woody",3,2
"Percent.Below.30th.Quantile",690.369427428444,"Large_diam_woody",3,3
"lad_sum",556.932942823146,"Large_diam_woody",3,3
"Percent.Below.40th.Quantile",503.8145141815,"Large_diam_woody",3,3
"lad_mean",436.6206829434,"Large_diam_woody",3,3
"zpcum1",152.699706041953,"Large_diam_woody",3,3
"Percent.Below.10th.Quantile",150.654599773719,"Large_diam_woody",3,3
"imean",60.3506805173313,"Large_diam_woody",3,3
"Percent.Below.30th.Quantile",824.156920147507,"Large_diam_woody",3,4
"Percent.Below.40th.Quantile",594.182973989337,"Large_diam_woody",3,4
"lad_sum",457.386591935689,"Large_diam_woody",3,4
"lad_mean",340.118058881446,"Large_diam_woody",3,4
"zpcum1",152.967359844707,"Large_diam_woody",3,4
